Row ID,Category,Element Type,Content/Text,Module,Current Heading,Book Page,PDF Page,Source Line ID,Source Span ID,Confidence,Font/Size,Author String,Year,Label,Notes
M000178,Heading,Subheading Candidate,Preview,MODULE 1,214,vi,7,P007-L188,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000179,Heading,Subheading Candidate,296,MODULE 1,Preview,vi,7,P007-L189,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000180,Heading,Subheading Candidate,5.1,MODULE 1,296,vi,7,P007-L193,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000181,Heading,Subheading Candidate,"Aligning vision, mission, values, goals",MODULE 1,5.1,vi,7,P007-L194,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000182,Heading,Subheading Candidate,and strategy,MODULE 1,"Aligning vision, mission, values, goals",vi,7,P007-L195,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000183,Heading,Subheading Candidate,297,MODULE 1,and strategy,vi,7,P007-L196,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000184,Heading,Subheading Candidate,6.6,MODULE 1,297,vii,8,P008-L105,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000185,Heading,Subheading Candidate,Further implications for leadership and,MODULE 1,6.6,vii,8,P008-L106,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000186,Heading,Subheading Candidate,5.2,MODULE 1,Further implications for leadership and,vii,8,P008-L001,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000187,Heading,Subheading Candidate,Strategic drivers and considerations,MODULE 1,5.2,vii,8,P008-L002,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000188,Heading,Subheading Candidate,303,MODULE 1,Strategic drivers and considerations,vii,8,P008-L003,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000189,Heading,Subheading Candidate,management,MODULE 1,303,vii,8,P008-L107,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000190,Heading,Subheading Candidate,402,MODULE 1,management,vii,8,P008-L108,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000191,Heading,Subheading Candidate,5.3,MODULE 1,402,vii,8,P008-L013,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000192,Heading,Subheading Candidate,Evaluating The strategic options,MODULE 1,5.3,vii,8,P008-L014,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000193,Heading,Subheading Candidate,Review,MODULE 1,Evaluating The strategic options,vii,8,P008-L117,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000194,Heading,Subheading Candidate,413,MODULE 1,Review,vii,8,P008-L118,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000195,Heading,Subheading Candidate,and determining the strategic fit,MODULE 1,413,vii,8,P008-L015,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000196,Heading,Subheading Candidate,314,MODULE 1,and determining the strategic fit,vii,8,P008-L016,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000197,Heading,Subheading Candidate,References,MODULE 1,314,vii,8,P008-L119,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000198,Heading,Subheading Candidate,413,MODULE 1,References,vii,8,P008-L120,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000199,Heading,Subheading Candidate,Optional reading,MODULE 1,413,vii,8,P008-L121,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000200,Heading,Subheading Candidate,416,MODULE 1,Optional reading,vii,8,P008-L122,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000201,Heading,Subheading Candidate,MODULE 7,MODULE 1,416,vii,8,P008-L123,,0.68,HelveticaNeueLTStd-Hv (1) / 8.0,,,,
M000202,Heading,Subheading Candidate,5.4,MODULE 1,MODULE 7,vii,8,P008-L023,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000203,Heading,Subheading Candidate,Risk assessment,MODULE 1,5.4,vii,8,P008-L024,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000204,Heading,Subheading Candidate,321,MODULE 1,Risk assessment,vii,8,P008-L025,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000205,Heading,Main Heading,Strategy and Leadership for,MODULE 1,321,vii,8,P008-L124,,0.9,HelveticaNeueLTStd-Roman (1) / 14.0,,,,
M000206,Heading,Main Heading,Emerging Business,MODULE 1,Strategy and Leadership for,vii,8,P008-L125,,0.9,HelveticaNeueLTStd-Roman (1) / 14.0,,,,
M000207,Heading,Main Heading,Models,MODULE 1,Emerging Business,vii,8,P008-L126,,0.9,HelveticaNeueLTStd-Roman (1) / 14.0,,,,
M000208,Heading,Main Heading,417,MODULE 1,Models,vii,8,P008-L127,,0.9,HelveticaNeueLTStd-Roman (1) / 14.0,,,,
M000209,Heading,Subheading Candidate,Preview,MODULE 1,417,vii,8,P008-L128,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000210,Heading,Subheading Candidate,418,MODULE 1,Preview,vii,8,P008-L129,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000211,Heading,Subheading Candidate,7.1,MODULE 1,418,vii,8,P008-L130,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000212,Heading,Subheading Candidate,The changing business environment,MODULE 1,7.1,vii,8,P008-L131,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000213,Heading,Subheading Candidate,419,MODULE 1,The changing business environment,vii,8,P008-L132,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000214,Heading,Subheading Candidate,5.5,MODULE 1,419,vii,8,P008-L037,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000215,Heading,Subheading Candidate,Integrating strategic options,MODULE 1,5.5,vii,8,P008-L038,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000216,Heading,Subheading Candidate,330,MODULE 1,Integrating strategic options,vii,8,P008-L039,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000217,Heading,Subheading Candidate,5.6,MODULE 1,330,vii,8,P008-L043,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000218,Heading,Subheading Candidate,Finalising strategy development,MODULE 1,5.6,vii,8,P008-L044,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000219,Heading,Subheading Candidate,340,MODULE 1,Finalising strategy development,vii,8,P008-L045,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000220,Heading,Subheading Candidate,7.2,MODULE 1,340,vii,8,P008-L139,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000221,Heading,Subheading Candidate,Business models and strategy,MODULE 1,7.2,vii,8,P008-L140,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000222,Heading,Subheading Candidate,427,MODULE 1,Business models and strategy,vii,8,P008-L141,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000223,Heading,Subheading Candidate,Review,MODULE 1,427,vii,8,P008-L050,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000224,Heading,Subheading Candidate,344,MODULE 1,Review,vii,8,P008-L051,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000225,Heading,Subheading Candidate,Appendix 5.1,MODULE 1,344,vii,8,P008-L052,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000226,Heading,Subheading Candidate,345,MODULE 1,Appendix 5.1,vii,8,P008-L053,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000227,Heading,Subheading Candidate,References,MODULE 1,345,vii,8,P008-L054,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000228,Heading,Subheading Candidate,359,MODULE 1,References,vii,8,P008-L055,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000229,Heading,Subheading Candidate,Optional reading,MODULE 1,359,vii,8,P008-L056,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000230,Heading,Subheading Candidate,359,MODULE 1,Optional reading,vii,8,P008-L057,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000231,Heading,Subheading Candidate,MODULE 6,MODULE 1,359,vii,8,P008-L058,,0.68,HelveticaNeueLTStd-Hv (1) / 8.0,,,,
M000232,Heading,Subheading Candidate,7.3,MODULE 1,MODULE 6,vii,8,P008-L156,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000233,Heading,Subheading Candidate,Implications for strategy,MODULE 1,7.3,vii,8,P008-L157,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000234,Heading,Subheading Candidate,439,MODULE 1,Implications for strategy,vii,8,P008-L158,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000235,Heading,Main Heading,Strategy,MODULE 1,439,vii,8,P008-L059,,0.9,HelveticaNeueLTStd-Roman (1) / 14.0,,,,
M000236,Heading,Main Heading,Implementation,MODULE 1,Strategy,vii,8,P008-L060,,0.9,HelveticaNeueLTStd-Roman (1) / 14.0,,,,
M000237,Heading,Main Heading,361,MODULE 1,Implementation,vii,8,P008-L061,,0.9,HelveticaNeueLTStd-Roman (1) / 14.0,,,,
M000238,Heading,Subheading Candidate,Preview,MODULE 1,361,vii,8,P008-L062,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000239,Heading,Subheading Candidate,362,MODULE 1,Preview,vii,8,P008-L063,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000240,Heading,Subheading Candidate,6.1,MODULE 1,362,vii,8,P008-L064,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000241,Heading,Subheading Candidate,Designing and developing,MODULE 1,6.1,vii,8,P008-L065,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000242,Heading,Subheading Candidate,implementation plans,MODULE 1,Designing and developing,vii,8,P008-L066,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000243,Heading,Subheading Candidate,363,MODULE 1,implementation plans,vii,8,P008-L067,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000244,Heading,Subheading Candidate,7.4,MODULE 1,363,vii,8,P008-L166,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000245,Heading,Subheading Candidate,Strategic responses to new business,MODULE 1,7.4,vii,8,P008-L167,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000246,Heading,Subheading Candidate,6.2,MODULE 1,Strategic responses to new business,vii,8,P008-L068,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000247,Heading,Subheading Candidate,The 7-S framework,MODULE 1,6.2,vii,8,P008-L069,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000248,Heading,Subheading Candidate,364,MODULE 1,The 7-S framework,vii,8,P008-L070,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000249,Heading,Subheading Candidate,models,MODULE 1,364,vii,8,P008-L168,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000250,Heading,Subheading Candidate,449,MODULE 1,models,vii,8,P008-L169,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000251,Heading,Subheading Candidate,6.3,MODULE 1,449,vii,8,P008-L077,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000252,Heading,Subheading Candidate,Change management,MODULE 1,6.3,vii,8,P008-L078,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000253,Heading,Subheading Candidate,380,MODULE 1,Change management,vii,8,P008-L079,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000254,Heading,Subheading Candidate,7.5,MODULE 1,380,vii,8,P008-L183,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000255,Heading,Subheading Candidate,Shaping the organisation for new,MODULE 1,7.5,vii,8,P008-L184,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000256,Heading,Subheading Candidate,business models,MODULE 1,Shaping the organisation for new,vii,8,P008-L185,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000257,Heading,Subheading Candidate,463,MODULE 1,business models,vii,8,P008-L186,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000258,Heading,Subheading Candidate,6.4,MODULE 1,463,vii,8,P008-L088,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000259,Heading,Subheading Candidate,Using projects to manage strategic,MODULE 1,6.4,vii,8,P008-L089,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000260,Heading,Subheading Candidate,initiatives,MODULE 1,Using projects to manage strategic,vii,8,P008-L090,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000261,Heading,Subheading Candidate,389,MODULE 1,initiatives,vii,8,P008-L091,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000262,Heading,Subheading Candidate,6.5,MODULE 1,389,vii,8,P008-L094,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000263,Heading,Subheading Candidate,"Monitoring implementation, perfor-",MODULE 1,6.5,vii,8,P008-L095,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000264,Heading,Subheading Candidate,mance and the external environment,MODULE 1,"Monitoring implementation, perfor-",vii,8,P008-L096,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000265,Heading,Subheading Candidate,395,MODULE 1,mance and the external environment,vii,8,P008-L097,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000266,Heading,Subheading Candidate,7.6,MODULE 1,395,viii,9,P009-L001,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000267,Heading,Subheading Candidate,Leadership and management roles in,MODULE 1,7.6,viii,9,P009-L002,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000268,Heading,Subheading Candidate,strategy for emerging business,MODULE 1,Leadership and management roles in,viii,9,P009-L003,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000269,Heading,Subheading Candidate,models,MODULE 1,strategy for emerging business,viii,9,P009-L004,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000270,Heading,Subheading Candidate,472,MODULE 1,models,viii,9,P009-L005,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000271,Heading,Subheading Candidate,Review,MODULE 1,472,viii,9,P009-L025,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000272,Heading,Subheading Candidate,486,MODULE 1,Review,viii,9,P009-L026,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000273,Heading,Subheading Candidate,References,MODULE 1,486,viii,9,P009-L027,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000274,Heading,Subheading Candidate,486,MODULE 1,References,viii,9,P009-L028,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000275,Heading,Main/Module Heading,SUBJECT OUTLINE,MODULE 1,486,ix,10,P010-L001,,0.95,HelveticaNeueLTStd-Lt (1) / 30.0,,,,
M000276,Heading,Main Heading,INTRODUCTION,MODULE 1,SUBJECT OUTLINE,ix,10,P010-L002,,0.9,HelveticaNeueLTStd-Bd (1) / 14.0,,,,
M000277,Heading,Main Heading,BEFORE YOU BEGIN,MODULE 1,INTRODUCTION,ix,10,P010-L015,,0.9,HelveticaNeueLTStd-Bd (1) / 14.0,,,,
M000278,Heading,Section Heading,Important Information,MODULE 1,BEFORE YOU BEGIN,ix,10,P010-L016,,0.85,HelveticaNeueLTStd-Hv (1) / 11.0,,,,
M000279,Heading,Main Heading,SUBJECT DESCRIPTION,MODULE 1,Important Information,ix,10,P010-L019,,0.9,HelveticaNeueLTStd-Bd (1) / 14.0,,,,
M000280,Heading,Section Heading,Global Strategy and Leadership:The CPA as a Value Driver,MODULE 1,SUBJECT DESCRIPTION,ix,10,P010-L020,,0.85,HelveticaNeueLTStd-HvIt (1); HelveticaNeueLTStd-Hv (1) / 11.0,,,,
M000281,Heading,Section Heading,Subject Aims,MODULE 1,Global Strategy and Leadership:The CPA as a Value Driver,ix,10,P010-L042,,0.85,HelveticaNeueLTStd-Hv (1) / 11.0,,,,
M000282,Heading,Main Heading,SUBJECT OVERVIEW,MODULE 1,Subject Aims,x,11,P011-L001,,0.9,HelveticaNeueLTStd-Bd (1) / 14.0,,,,
M000283,Heading,Section Heading,General Objectives,MODULE 1,SUBJECT OVERVIEW,x,11,P011-L002,,0.85,HelveticaNeueLTStd-Hv (1) / 11.0,,,,
M000284,Heading,Main Heading,STUDY GUIDE,MODULE 1,General Objectives,x,11,P011-L015,,0.9,HelveticaNeueLTStd-Bd (1) / 14.0,,,,
M000285,Heading,Section Heading,Module Descriptions,MODULE 1,STUDY GUIDE,x,11,P011-L016,,0.85,HelveticaNeueLTStd-Hv (1) / 11.0,,,,
M000286,Heading,Subheading Candidate,Module 1: An Introduction to Strategy and Leadership,MODULE 1,Module Descriptions,x,11,P011-L018,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000287,Heading,Subheading Candidate,Module 2: Understanding the External Environment,MODULE 1,Module 1: An Introduction to Strategy and Leadership,x,11,P011-L028,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000288,Heading,Subheading Candidate,Module 3: Understanding the Internal Environment,MODULE 1,Module 2: Understanding the External Environment,x,11,P011-L040,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000289,Heading,Subheading Candidate,"Module 4: Product, Service and Market Development",MODULE 1,Module 3: Understanding the Internal Environment,x,11,P011-L048,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000290,Heading,Module Heading,Module 5: Strategy Development,MODULE 1,"Module 4: Product, Service and Market Development",xi,12,P012-L009,,0.96,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000291,Heading,Subheading Candidate,Module 6: Strategy Implementation,MODULE 1,Module 5: Strategy Development,xi,12,P012-L019,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000292,Heading,Subheading Candidate,Module 7: Strategy and Leadership for Emerging Business Models,MODULE 1,Module 6: Strategy Implementation,xi,12,P012-L028,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000293,Heading,Subheading Candidate,Note,MODULE 1,Module 7: Strategy and Leadership for Emerging Business Models,xi,12,P012-L043,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000294,Heading,Section Heading,Module Weightings and Study Time Requirements,MODULE 1,Note,xi,12,P012-L046,,0.85,HelveticaNeueLTStd-Hv (1) / 11.0,,,,
M000295,Heading,Subheading Candidate,TABLE 1,MODULE 1,Module Weightings and Study Time Requirements,xii,13,P013-L004,,0.68,HelveticaNeueLTStd-Hv (1) / 8.0,,,,
M000296,Heading,Subheading Candidate,Module weightings and study time,MODULE 1,TABLE 1,xii,13,P013-L005,,0.68,HelveticaNeueLTStd-Hv (1) / 8.0,,,,
M000297,Heading,Subheading Candidate,Recommended,MODULE 1,Module weightings and study time,xii,13,P013-L007,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M000298,Heading,Subheading Candidate,proportion of study time,MODULE 1,Recommended,xii,13,P013-L008,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M000299,Heading,Subheading Candidate,Weighting,MODULE 1,proportion of study time,xii,13,P013-L010,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M000300,Heading,Subheading Candidate,Module,MODULE 1,Weighting,xii,13,P013-L006,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M000301,Heading,Subheading Candidate,(%),MODULE 1,Module,xii,13,P013-L009,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M000302,Heading,Subheading Candidate,(%),MODULE 1,(%),xii,13,P013-L011,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M000303,Heading,Main Heading,LEARNING MATERIALS,MODULE 1,(%),xii,13,P013-L035,,0.9,HelveticaNeueLTStd-Bd (1) / 14.0,,,,
M000304,Heading,Section Heading,Module Structure,MODULE 1,LEARNING MATERIALS,xii,13,P013-L036,,0.85,HelveticaNeueLTStd-Hv (1) / 11.0,,,,
M000305,Heading,Subheading Candidate,Learning Objectives,MODULE 1,Module Structure,xii,13,P013-L038,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000306,Heading,Subheading Candidate,Assumed Knowledge,MODULE 1,Learning Objectives,xii,13,P013-L042,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000307,Heading,Subheading Candidate,Preview,MODULE 1,Assumed Knowledge,xii,13,P013-L044,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000308,Heading,Subheading Candidate,Study Material,MODULE 1,Preview,xii,13,P013-L046,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000309,Heading,Subheading Candidate,Examples,MODULE 1,Study Material,xii,13,P013-L050,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000310,Heading,Subheading Candidate,Study Material Activities,MODULE 1,Examples,xii,13,P013-L053,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000311,Heading,Subheading Candidate,Key Points,MODULE 1,Study Material Activities,xiii,14,P014-L009,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000312,Heading,Subheading Candidate,Review,MODULE 1,Key Points,xiii,14,P014-L011,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000313,Heading,Subheading Candidate,References,MODULE 1,Review,xiii,14,P014-L014,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000314,Heading,Subheading Candidate,Optional Reading,MODULE 1,References,xiii,14,P014-L017,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000315,Heading,Subheading Candidate,Glossary,MODULE 1,Optional Reading,xiii,14,P014-L020,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000316,Heading,Subheading Candidate,Suggested Answers,MODULE 1,Glossary,xiii,14,P014-L023,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M000317,Heading,Section Heading,My Online Learning and your eBook,MODULE 1,Suggested Answers,xiii,14,P014-L028,,0.85,HelveticaNeueLTStd-Hv (1) / 11.0,,,,
M000318,Heading,Main Heading,GENERAL EXAM INFORMATION,MODULE 1,My Online Learning and your eBook,xiii,14,P014-L035,,0.9,HelveticaNeueLTStd-Bd (1) / 14.0,,,,
M000319,Heading,Module Heading,MODULE 1,MODULE 1,GENERAL EXAM INFORMATION,1,16,P016-L001,,0.96,HelveticaNeueLTStd-Roman (1) / 18.0,,,,
M000320,Heading,Main/Module Heading,AN INTRODUCTION TO,MODULE 1,MODULE 1,1,16,P016-L002,,0.95,HelveticaNeueLTStd-Roman (1) / 36.0,,,,
M000321,Heading,Main/Module Heading,STRATEGY AND,MODULE 1,AN INTRODUCTION TO,1,16,P016-L003,,0.95,HelveticaNeueLTStd-Roman (1) / 36.0,,,,
M000322,Heading,Main/Module Heading,LEADERSHIP,MODULE 1,STRATEGY AND,1,16,P016-L004,,0.95,HelveticaNeueLTStd-Roman (1) / 36.0,,,,
M000323,Heading,Subheading Candidate,LEARNING OBJECTIVES,MODULE 1,LEADERSHIP,1,16,P016-L005,,0.68,HelveticaNeueLTStd-Hv (1) / 8.5,,,,
M000324,Heading,Subheading Candidate,"After completing this module, you should be able to:",MODULE 1,LEARNING OBJECTIVES,1,16,P016-L006,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000325,Heading,Subheading Candidate,1.1explain the evolution of the practices of strategy and leadership,MODULE 1,"After completing this module, you should be able to:",1,16,P016-L007,,0.68,HelveticaNeueLTStd-Hv (1); HelveticaNeueLTStd-Roman (1) / 8.5,,,,
M000326,Heading,Subheading Candidate,ASSUMED KNOWLEDGE,MODULE 1,1.1explain the evolution of the practices of strategy and leadership,1,16,P016-L012,,0.68,HelveticaNeueLTStd-Hv (1) / 8.5,,,,
M000327,Heading,Subheading Candidate,"It is assumed that, before commencing your study in this module, you are able to:",MODULE 1,ASSUMED KNOWLEDGE,1,16,P016-L013,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M000328,Heading,Main/Module Heading,PREVIEW,MODULE 1,"It is assumed that, before commencing your study in this module, you are able to:",2,17,P017-L001,,0.95,HelveticaNeueLTStd-Roman (1) / 17.0,,,,
M000329,Figure,Figure Heading,FIGURE 1.1 business environment,MODULE 1,PREVIEW,2,17,P017-L011,,0.94,HelveticaNeueLTStd-Hv (1) / 8.0,,,FIGURE 1.1,
M000330,Heading,Subheading Candidate,(Module 1:An introduction to strategy and leadership),MODULE 1,PREVIEW,2,17,P017-L025,,0.68,HelveticaNeueLTStd-Roman (2); HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M000331,Heading,Subheading Candidate,(Module 2:,MODULE 1,(Module 1:An introduction to strategy and leadership),2,17,P017-L027,,0.68,HelveticaNeueLTStd-Roman (1); HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M000332,Heading,Subheading Candidate,(Module 4:,MODULE 1,(Module 2:,2,17,P017-L036,,0.68,HelveticaNeueLTStd-Roman (1); HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M000333,Heading,Subheading Candidate,(Module 5:,MODULE 1,(Module 4:,2,17,P017-L048,,0.68,HelveticaNeueLTStd-Roman (1); HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M000334,Heading,Subheading Candidate,(Module 6:,MODULE 1,(Module 5:,2,17,P017-L043,,0.68,HelveticaNeueLTStd-Roman (1); HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M000335,Heading,Subheading Candidate,(Module 3:,MODULE 1,(Module 6:,2,17,P017-L031,,0.68,HelveticaNeueLTStd-Roman (1); HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M000336,Heading,Subheading Candidate,(Module 7:Strategy and leadership for emerging business models),MODULE 1,(Module 3:,2,17,P017-L052,,0.68,HelveticaNeueLTStd-Roman (2); HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M000337,Heading,Subheading Candidate,Understanding the context of,MODULE 1,(Module 7:Strategy and leadership for emerging business models),2,17,P017-L014,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M000338,Heading,Subheading Candidate,strategy and leadership,MODULE 1,Understanding the context of,2,17,P017-L015,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
